ObjectID,Meter Number,Status,Pay By Cell Number,Meter_Hours,Parking_Facility_Name,Facility,Borough,On_Street,Side_of_Street,From_Street,To_Street,Latitude,Longitude,X,Y,Location
14853,1153029,Active,106069,2HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Cooper Square,W,Astor Place,East 6 Street,40.7286657249052,-73.9906943600074,"986,829.16608955","204,749.271653563",POINT (-73.990694360007 40.728665724905)
2234,2243154,Active,209493,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,West 261 Street,N,Delafield Avenue,Riverdale Avenue,40.910092551084,-73.9028821128036,"1,011,094.05916072","270,864.386798397",POINT (-73.902882112804 40.910092551084)
2480,4173050,Active,400994,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Queens Boulevard,N,Yellowstone Boulevard,69 Road,40.7232836367367,-73.847508563317,"1,026,518.16315497","202,825.063887805",POINT (-73.847508563317 40.723283636737)
227,3013546,Inactive,342752,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Henry Street,W,Pineapple Street,Clark Street,40.6977077104363,-73.992958018572,"986,202.673576131","193,470.268292978",POINT (-73.992958018572 40.697707710436)
10664,1453284,Retired,105107,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,5 Avenue,E,East 22 Street,East 21 Street,40.7403712321994,-73.9903230098478,"986,931.618968636","209,013.966864303",POINT (-73.990323009848 40.740371232199)
8188,3593034,Retired,318989,1HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Utica Avenue,E,Farragut Road,Foster Avenue,40.6391834927074,-73.928924609157,"1,003,975.81913213","172,156.161643058",POINT (-73.928924609157 40.639183492707)
10001,1443556,Active,101614,3HR Com Mon-Fri 0800-1900,,On Street,Manhattan,West 25 Street,N,Avenue of the Americas,7 Avenue,40.744411021721,-73.9922795700128,"986,389.301155642","210,485.73688665",POINT (-73.992279570013 40.744411021721)
459,1038126,Active,112340,2HR Com Mon-Sat 0700-1900,,On Street,Manhattan,Amsterdam Avenue,E,West 93 Street,West 94 Street,40.7925659168797,-73.9713284150311,"992,189.042180806","228,031.369446233",POINT (-73.971328415031 40.79256591688)
9277,1143008,Active,104503,2HR Pas Mon-Sat 0800-2400,,On Street,Manhattan,East 8 Street,N,University Place,Broadway,40.7312142693149,-73.9937462263701,"985,983.239631802","205,677.710741565",POINT (-73.99374622637 40.731214269315)
65,4061151,Active,442877,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Kissena Boulevard,E,Laburnum Avenue,Holly Avenue,40.7503810367882,-73.8187552744834,"1,034,467.67317456","212,712.662550896",POINT (-73.818755274483 40.750381036788)
10265,1443789,Active,101973,3HR Com Mon-Fri 0700-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,Broadway,E,West 26 Street,West 25 Street,40.7434037760274,-73.9890084851758,"987,295.752098635","210,118.861964226",POINT (-73.989008485176 40.743403776027)
2823,4013011,Active,411560,2 HR Pas Mon-Sat 0800-2200,,On Street,Queens,Queens Boulevard,N,45 Street,44 Street,40.7435785860461,-73.9202461692811,"1,006,349.74975172","210,192.420216054",POINT (-73.920246169281 40.743578586046)
3779,4443140,Inactive,449109,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Cross Bay Boulevard,E,165 Avenue,157 Avenue,40.6519612419496,-73.8378826468957,"1,029,234.3991923","176,845.069259971",POINT (-73.837882646896 40.65196124195)
15102,4263047,Active,423167,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Linden Street,S,60 Place,Fresh Pond Road,40.7095770538678,-73.8991316800289,"1,012,214.82726039","197,810.647407472",POINT (-73.899131680029 40.709577053868)
1709,3091434,Active,314130,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,4 Avenue,E,86 Street,85 Street,40.623300227405,-74.0280318545889,"976,468.36200805","166,362.705054149",POINT (-74.028031854589 40.623300227405)
13736,4193067,Active,467935,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,Roosevelt Avenue,N,108 Street,104 Street,40.7506812320587,-73.8591228122765,"1,023,282.83071488","212,801.46847564",POINT (-73.859122812276 40.750681232059)
11943,1183004,Active,104223,"2HR Pas Mon-Fri 1000-1600, 1900-2200 /2HR Pas Sat 0900-2200",,On Street,Manhattan,Madison Avenue,E,East 66 Street,East 67 Street,40.768241073361,-73.967905739624,"993,140.013704062","219,169.334676892",POINT (-73.967905739624 40.768241073361)
6819,3473013,Active,312824,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Manhattan Avenue,E,Eagle Street,Dupont Street,40.7356349618914,-73.9550606735597,"996,704.152573138","207,291.440453723",POINT (-73.95506067356 40.735634961891)
3222,4221246,Retired,468143,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,37 Avenue,N,Junction Boulevard,95 Street,40.7512680693674,-73.8718132283599,"1,019,766.38794464","213,009.871930227",POINT (-73.87181322836 40.751268069367)
3218,4221261,Active,467828,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,Junction Boulevard,E,38 Avenue,37 Avenue,40.7505128847105,-73.870136416006,"1,020,231.3857023","212,735.418410897",POINT (-73.870136416006 40.750512884711)
12276,4063029,Retired,443333,1HR Pas Mon-Sat 0800-2200,,On Street,Queens,Northern Boulevard,S,Main Street,Union Street,40.7633485896825,-73.8296626175022,"1,031,436.38068072","217,431.090778053",POINT (-73.829662617502 40.763348589683)
9211,1463001,Inactive,106718,3HR Com Mon-Fri 0700-1600 /2HR Pas Mon-Fri 1600-2300 /2HR Pas Sat 0700-2300,,On Street,Manhattan,West 14 Street,N,9 Avenue,10 Avenue,40.7414400397453,-74.0063160409877,"982,499.771533132","209,403.282358646",POINT (-74.006316040988 40.741440039745)
14338,4193071,Active,467934,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,108 Street,W,39 Avenue,Roosevelt Avenue,40.7511264467665,-73.8590591274463,"1,023,300.21486647","212,963.702731222",POINT (-73.859059127446 40.751126446767)
12792,4343157,Retired,420053,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,57 Street,E,Broadway,Northern Boulevard,40.7531747060897,-73.9039483901961,"1,010,862.02156706","213,693.124828815",POINT (-73.903948390196 40.75317470609)
4985,3029626,Active,312655,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,5 Avenue,E,4 Street,3 Street,40.6724283355101,-73.9834846451855,"988,831.285116807","184,260.610859305",POINT (-73.983484645185 40.67242833551)
11079,1433721,Active,107257,3HR Com Mon-Sat 0700-1900,,On Street,Manhattan,Lexington Avenue,E,East 59 Street,East 58 Street,40.761949632997,-73.9682814308843,"993,036.778346226","216,877.117476553",POINT (-73.968281430884 40.761949632997)
1747,3013661,Active,331372,6HR Pas Mon-Sat 0900-2200,,On Street,Brooklyn,Ashland Place,W,Willoughby Street,DeKalb Avenue,40.6910334758914,-73.9789148525591,"990,097.293411553","191,039.273154974",POINT (-73.978914852559 40.691033475891)
15341,1443835,Active,105260,3HR Com Mon-Fri 0800-1800,,On Street,Manhattan,East 33 Street,N,Park Avenue,Madison Avenue,40.7469195789073,-73.9828952475008,"988,989.481978893","211,400.052971393",POINT (-73.982895247501 40.746919578907)
8557,4431309,Active,430993,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,Parsons Boulevard,E,82 Drive,Goethals Avenue,40.7180174365999,-73.8083863239526,"1,037,366.39736398","200,927.72909981",POINT (-73.808386323953 40.7180174366)
6685,2313049,Active,206962,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,Roberts Avenue,N,Crosby Avenue,Hobart Avenue,40.8454371725766,-73.8309053700644,"1,031,034.38443747","247,338.132669896",POINT (-73.830905370064 40.845437172577)
15087,1363002,Active,111883,2 HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,Amsterdam Avenue,E,West 131 Street,West 133 Street,40.8170773945373,-73.9534415163173,"997,137.102822721","236,963.890295058",POINT (-73.953441516317 40.817077394537)
7320,2123010,Active,210804,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,Edward L Grant Highway,E,Jesup Avenue,Shakespeare Avenue,40.8409996976231,-73.9217071406466,"1,005,913.19156972","245,685.919438899",POINT (-73.921707140647 40.840999697623)
2780,4443061,Active,456062,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Liberty Avenue,N,92 Street,91 Street,40.6801728386433,-73.8471538435797,"1,026,643.89157805","187,118.709473804",POINT (-73.84715384358 40.680172838643)
9792,1443334,Active,101729,3HR Com Mon-Fri 0800-1800 /2HR Pas Mon-Fri 1800-2200 /2HR Pas Sat 0800-2200,,On Street,Manhattan,Park Avenue,E,East 38 Street,East 39 Street,40.7498866527848,-73.9790994323925,"990,040.990046471","212,481.28145197",POINT (-73.979099432392 40.749886652785)
5516,3543036,Active,309731,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,West 9 Street,W,Avenue U,Avenue T,40.5965020102122,-73.9804662385132,"989,674.746028304","156,598.778059721",POINT (-73.980466238513 40.596502010212)
2510,4173089,Active,405223,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,64 Avenue,S,Queens Boulevard,98 Street,40.7298015213562,-73.8599989612782,"1,023,052.2343913","205,193.94825764",POINT (-73.859998961278 40.729801521356)
4873,3149782,Active,311373,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,5 Avenue,E,15 Street,14 Street,40.665928423706,-73.9889050248823,"987,327.996128634","181,892.27176398",POINT (-73.988905024882 40.665928423706)
4486,3043157,Active,309533,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Nostrand Avenue,W,Avenue L,Avenue M,40.6201185411791,-73.9457026271043,"999,323.659145132","165,206.95933415",POINT (-73.945702627104 40.620118541179)
6701,2313038,Active,214285,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,Buhre Avenue,S,Crosby Avenue,Hobart Avenue,40.8471558647018,-73.831699346528,"1,030,813.50758263","247,963.892901316",POINT (-73.831699346528 40.847155864702)
1786,3013628,Active,342519,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Livingston Street,S,Smith Street,Hoyt Street,40.6897180430445,-73.9861604312564,"988,088.038899884","190,559.621883303",POINT (-73.986160431256 40.689718043045)
2017,2162788,Active,204861,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,Frisby Avenue,N,Benson Street,East Tremont Avenue,40.8415989826871,-73.844309474399,"1,027,328.28325389","245,932.862842649",POINT (-73.844309474399 40.841598982687)
6187,3303015,Active,314177,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Knickerbocker Avenue,W,Suydam Street,Willoughby Avenue,40.7021693690535,-73.9243583626755,"1,005,223.29071856","195,104.760102734",POINT (-73.924358362675 40.702169369054)
4035,3043120,Active,331230,2 HR Pas Mon-Fri 1000-1900 /2 HR Pas Sat 0800-1900,,On Street,Brooklyn,Flatbush Avenue,E,Parkside Avenue,Winthrop Street,40.6560931400863,-73.95987343468,"995,383.654557973","178,311.357665971",POINT (-73.95987343468 40.656093140086)
4027,3043004,Active,313076,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Lincoln Road,N,Flatbush Avenue,Ocean Avenue,40.6606776672775,-73.9622902299626,"994,712.363249645","179,981.330703974",POINT (-73.962290229963 40.660677667278)
14046,3193114,Retired,341253,1HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Broadway,E,Kosciusko Street,Dekalb Avenue,40.6936318703061,-73.9292146998827,"1,003,879.27929898","191,993.171837732",POINT (-73.929214699883 40.693631870306)
514,1058385,Active,109597,2 HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,West 181 Street,N,Ft. Washington Avenue,Cabrini Boulevard,40.8513583148741,-73.9397512720035,"1,000,917.88758397","249,456.005730733",POINT (-73.939751272003 40.851358314874)
9943,1443494,Active,106225,3HR Com Mon-Fri 0800-1800,,On Street,Manhattan,East 27 Street,N,Park Avenue South,Madison Avenue,40.74299597809,-73.9850796733424,"988,384.452349052","209,970.449203312",POINT (-73.985079673342 40.74299597809)
15079,3233046,Active,308980,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Bushwick Avenue,W,Powers Street,Grand Street,40.7121822469306,-73.9408759325478,"1,000,640.97343963","198,749.228863642",POINT (-73.940875932548 40.712182246931)
7193,2043022,Active,213794,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,East 170 Street,N,Wythe Place,Walton Avenue,40.8394503754663,-73.915464242743,"1,007,641.11035797","245,123.049173564",POINT (-73.915464242743 40.839450375466)
13091,4053047,Active,404363,3HR Pas Mon-Sat 0900-1900,,On Street,Queens,70 Avenue,W,Austin Street,Queens Boulevard,40.7211748433077,-73.846888605526,"1,026,691.34817605","202,057.066408053",POINT (-73.846888605526 40.721174843308)
7056,2233027,Active,206357,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,Cruger Avenue,W,Arnow Avenue,Allerton Avenue,40.8656460274665,-73.8663880278882,"1,021,205.97135155","254,684.022505641",POINT (-73.866388027888 40.865646027467)
5822,3602924,Active,309166,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,McDonald Avenue,W,Avenue F,18 Avenue,40.6309253430133,-73.9773080473685,"990,548.562522143","169,140.308422804",POINT (-73.977308047368 40.630925343013)
8138,4129944,Active,403549,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,73 Street,E,41 Avenue,Roosevelt Avenue,40.746562009831,-73.892231605062,"1,014,111.23193213","211,287.685085893",POINT (-73.892231605062 40.746562009831)
8673,1043036,Active,102126,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,East 27 Street,N,2 Avenue,3 Avenue,40.7405703869829,-73.979344150389,"989,973.985587299","209,087.052019984",POINT (-73.979344150389 40.740570386983)
12450,4103014,Active,465747,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,Beach 116 Street,W,Rockaway Beach Boulevard,Boardwalk,40.5793526631769,-73.8370804292847,"1,029,506.19818939","150,392.319344059",POINT (-73.837080429285 40.579352663177)
2371,4413096,Active,465220,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,Baxter Avenue,W,41 Avenue,Broadway,40.7454406292154,-73.8841799037846,"1,016,342.79341389","210,881.977892056",POINT (-73.884179903785 40.745440629215)
10407,5773002,Active,525704,15HR Pas Mon-Sat 0700-2200,Great Kills,Off Street,Staten Island,Amboy Road,S,Adrienne Place,Hillside Terrace,40.5510563493479,-74.1490575827287,"942,826.872860715","140,076.438401058",POINT (-74.149057582729 40.551056349348)
14729,3353027,Active,331703,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Myrtle Avenue *S RDWY,S,Hall Street,Emerson Place,40.6934559365094,-73.9646251495708,"994,059.730368555","191,923.12374948",POINT (-73.964625149571 40.693455936509)
12173,2023026,Active,222890,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,Courtlandt Avenue,E,East 149 Street,East 150 Street,40.8169358208781,-73.9193046913765,"1,006,586.01207447","236,919.173192888",POINT (-73.919304691376 40.816935820878)
13571,4373117,Active,435476,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,18 Avenue,S,121 Street,College Point Boulevard,40.7831809189123,-73.8462385669594,"1,026,831.87971914","224,648.166238889",POINT (-73.846238566959 40.783180918912)
14138,4193068,Active,467935,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,Roosevelt Avenue,N,108 Street,104 Street,40.7503800857918,-73.8601592189378,"1,022,995.84900539","212,691.29120256",POINT (-73.860159218938 40.750380085792)
217,3013663,Active,300566,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,DeKalb Avenue,N,Flatbush Avenue Extention,Gold Street,40.6899908081506,-73.9821719673717,"989,194.113787472","190,659.198127732",POINT (-73.982171967372 40.689990808151)
4340,3163037,Active,332033,2 HR Pas Mon-Fri 1200-1900 /2 HR Pas Sat 0800-1900,,On Street,Brooklyn,Church Avenue,N,East 18 Street,East 17 Street,40.6492671596222,-73.9636873644525,"994,326.45949389","175,824.00273256",POINT (-73.963687364452 40.649267159622)
12068,1273046,Active,109162,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,Madison Avenue,W,East 97 Street,East 98 Street,40.7882811203846,-73.9535047182246,"997,125.177649722","226,472.388312221",POINT (-73.953504718225 40.788281120385)
6157,3413061,Active,302269,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,East 2 Street,E,Avenue P,Quentin Road,40.6087883878866,-73.9718326501161,"992,070.951537728","161,075.673961565",POINT (-73.971832650116 40.608788387887)
6651,2293042,Active,211576,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,Eastchester Road,W,Allerton Avenue,Mace Avenue,40.8629898437972,-73.8435320802027,"1,027,529.46067305","253,726.740299478",POINT (-73.843532080203 40.862989843797)
5356,3383101,Retired,320346,2HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Rockaway Parkway,W,Skidmore Avenue,Schenck Street,40.6321474393876,-73.8880768185741,"1,015,315.72952314","169,604.581444398",POINT (-73.888076818574 40.632147439388)
8057,4061157,Active,445488,2 HR Pas Mon-Sat 0830-2200,,On Street,Queens,Bowne Street,W,Franklin Avenue,Ash Avenue,40.7567772013683,-73.8217946647349,"1,033,620.80642997","215,041.259927809",POINT (-73.821794664735 40.756777201368)
3476,4203023,Retired,469032,2HR Pas Mon-Sat 0730-1900,,On Street,Queens,Queens Boulevard,S,69 Street,70 Street,40.7398662967864,-73.8949772513712,"1,013,353.37386781","208,847.301187143",POINT (-73.894977251371 40.739866296786)
1625,2021623,Active,220972,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,East 152 Street,N,Bergen Avenue,3 Avenue,40.8173387455115,-73.9150791006172,"1,007,755.48939431","237,067.078736976",POINT (-73.915079100617 40.817338745512)
11969,1263020,Active,101335,3HR Com Mon-Fri 1000-1400 /2HR Pas Sat 0900-1900,,On Street,Manhattan,1 Avenue,E,East 65 Street,East 66 Street,40.7635659932598,-73.9589489064624,"995,621.82763806","217,467.084472477",POINT (-73.958948906462 40.76356599326)
14183,1503048,Active,109387,2 HR Pas Mon-Sat 1000-1900,,On Street,Manhattan,Frederick Douglass Boulevard,W,West 119 Street,West 118 Street,40.8060266805365,-73.9542969257492,"996,902.431376055","232,937.597166553",POINT (-73.954296925749 40.806026680537)
3346,4013034,Active,424584,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,44 Street,W,43 Avenue,Queens Boulevard,40.7436878781235,-73.9205435475172,"1,006,267.31028405","210,232.163902983",POINT (-73.920543547517 40.743687878124)
3478,4203025,Retired,468857,2HR Pas Mon-Sat 0730-1900,,On Street,Queens,45 Avenue,N,72 Street,Queens Boulevard,40.7403211958498,-73.8944319283695,"1,013,504.29121689","209,013.216865808",POINT (-73.894431928369 40.74032119585)
872,1218155,Active,114098,2HR Pas Mon-Sat 0800-2200,,On Street,Manhattan,Broadway,E,West 89 Street,West 90 Street,40.7904989943165,-73.9746097082453,"991,280.684089392","227,278.03794764",POINT (-73.974609708245 40.790498994317)
4389,3163067,Active,309601,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,East 31 Street,W,Snyder Avenue,Church Avenue,40.6506505969665,-73.9486317889973,"998,503.962621808","176,330.117862061",POINT (-73.948631788997 40.650650596967)
14622,1043133,Active,104878,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,East 6 Street,N,3 Avenue,Tara Schevchenko Place,40.7282283482699,-73.9903711027126,"986,918.778115049","204,589.931421056",POINT (-73.990371102713 40.72822834827)
441,1238220,Retired,109864,2 HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,10 Avenue,W,West 207 Street,Nagle Avenue,40.8640545041354,-73.9193679781283,"1,006,552.6925873","254,086.24876681",POINT (-73.919367978128 40.864054504135)
10242,1443764,Retired,106711,3HR Com Mon-Sat 0700-1900,,On Street,Manhattan,7 Avenue,E,West 24 Street,West 23 Street,40.7445596871132,-73.9951903232224,"985,582.739776641","210,539.842749566",POINT (-73.995190323222 40.744559687113)
9452,1443079,Active,103601,3HR Com Mon-Fri 0600-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,West 37 Street,N,7 Avenue,8 Avenue,40.7531337162325,-73.9896652954898,"987,113.331531718","213,663.769572556",POINT (-73.98966529549 40.753133716233)
12567,3073034,Active,315696,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,86 Street,S,Bay 16 Street,Bay 17 Street,40.6078301448608,-74.0037661619132,"983,204.271764562","160,725.326237053",POINT (-74.003766161913 40.607830144861)
59,4061155,Active,449939,2 HR Pas Mon-Sat 0730-1900,,On Street,Queens,Cherry Avenue,S,Kissena Boulevard,Union Street,40.7540059073852,-73.8225223338469,"1,033,421.25564797","214,031.180255055",POINT (-73.822522333847 40.754005907385)
11013,1433370,Retired,103256,3HR Com Mon-Fri 0700-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,West 52 Street,N,6 Avenue,5 Avenue,40.7600623601504,-73.9768150979963,"990,672.936945304","216,188.781254813",POINT (-73.976815097996 40.76006236015)
317,4072272,Active,426294,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,37 Street,W,30 Avenue,28 Avenue,40.7648636308792,-73.9164735465176,"1,007,387.74701956","217,948.223273978",POINT (-73.916473546518 40.764863630879)
7890,2073091,Inactive,211776,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,Webster Avenue,W,East 205 Street,East 204 Street,40.8713517691291,-73.8767171073241,"1,018,346.10928914","256,758.656479731",POINT (-73.876717107324 40.871351769129)
9909,1443459,Active,103928,3HR Com Mon-Fri 0600-1900,,On Street,Manhattan,West 28 Street,S,7 Avenue,Avenue of the Americas,40.7469555864062,-73.9928192851605,"986,239.672189802","211,412.790478721",POINT (-73.99281928516 40.746955586406)
3419,4203070,Active,425525,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,60 Street,W,Dead End,Roosevelt Avenue,40.745999004729,-73.9042777987607,"1,010,773.61262314","211,078.687472388",POINT (-73.904277798761 40.745999004729)
5771,3602965,Active,313654,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Coney Island Avenue,E,Dorchester Road,Cortelyou Road,40.637945461824,-73.9682852337993,"993,052.081793308","171,698.704224646",POINT (-73.968285233799 40.637945461824)
12354,2243002,Active,223533,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,Fieldston Road,w,Riverdale Avenue,West 236 Street,40.8865700512053,-73.9068141269753,"1,010,016.34051564","262,292.995476648",POINT (-73.906814126975 40.886570051205)
3475,4203024,Retired,469032,2HR Pas Mon-Sat 0730-1900,,On Street,Queens,Queens Boulevard,S,69 Street,70 Street,40.7397477752919,-73.8943370693519,"1,013,530.82987772","208,804.333425313",POINT (-73.894337069352 40.739747775292)
4280,3063040,Active,310743,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Coney Island Avenue,E,Lancaster Avenue,Avenue W,40.5931551725037,-73.960671434837,"995,172.53358914","155,381.287056386",POINT (-73.960671434837 40.593155172504)
12230,2083043,Active,209434,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,White Plains Road,E,East 233 Street,East 234 Street,40.8937886295044,-73.8570377679422,"1,023,775.43996589","264,941.565310732",POINT (-73.857037767942 40.893788629504)
3310,4013022,Active,416580,4HR Pas Mon-Sat 0900-1900,,On Street,Queens,39 Street,E,Queens Boulevard,43 Avenue,40.7452526973927,-73.9258256707161,"1,004,803.15638822","210,800.993802056",POINT (-73.925825670716 40.745252697393)
8163,4152139,Active,422245,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,48 Avenue,N,Vernon Boulevard,5 Street,40.7442331733293,-73.9540485403255,"996,983.004377633","210,424.186484814",POINT (-73.954048540325 40.744233173329)
13568,4373120,Retired,440360,1HR Pas Mon-Sat 0900-1900,,On Street,Queens,130 Street,W,11 Avenue,14 Avenue,40.7859487385313,-73.8384070181347,"1,028,998.84487338","225,660.479502976",POINT (-73.838407018135 40.785948738531)
3997,3043115,Active,327844,2 HR Pas Mon-Fri 1000-1900 /2 HR Pas Sat 0800-1900,,On Street,Brooklyn,Flatbush Avenue,E,Caton Avenue,Lenox Road,40.6534045407541,-73.9593169291603,"995,538.519405723","177,331.897682637",POINT (-73.95931692916 40.653404540754)
12603,3073071,Active,313574,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Bay 25 Street,E,86 Street,Benson Avenue,40.6039422721442,-73.9976695620752,"984,897.116804048","159,308.859909892",POINT (-73.997669562075 40.603942272144)
10304,1443942,Active,103939,1HR Com Mon-Sat 1000-1400,,On Street,Manhattan,West 42 Street,S,8 Avenue,7 Avenue,40.7567358083865,-73.9887950361427,"987,354.27757214","214,976.158351973",POINT (-73.988795036143 40.756735808387)
597,1058290,Active,112805,2 HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,St. Nicholas Avenue,E,West 169 Street,West 170 Street,40.8418637013251,-73.9390523610573,"1,001,113.64900348","245,996.893882558",POINT (-73.939052361057 40.841863701325)
12087,1273070,Active,112364,3HR Com Mon-Sat 0700-1000 /2HR Pas Mon-Sat 1000-2200,,On Street,Manhattan,East 86 Street,N,2 Avenue,3 Avenue,40.7784793673087,-73.9529501381869,"997,280.666511968","222,901.358708888",POINT (-73.952950138187 40.778479367309)
4186,4211733,Active,441436,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,48 Avenue,N,213 Street,212 Street,40.7553616135841,-73.7689441455499,"1,048,264.08193339","214,559.721192732",POINT (-73.76894414555 40.755361613584)
9196,1393009,Active,110307,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,Amsterdam Avenue,W,West 66 Street,West 70 Street,40.775242683464,-73.9842361260894,"988,616.086728305","221,719.019210055",POINT (-73.984236126089 40.775242683464)
8744,1023094,Active,105686,2HR Pas Mon-Sat 1000-1900,,On Street,Manhattan,Clinton Street,W,Rivington Street,Stanton Street,40.7199202994529,-73.9846904274374,"988,493.782510966","201,563.276713222",POINT (-73.984690427437 40.719920299453)
40,4122299,Active,403788,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,81 Street,E,41 Avenue,Roosevelt Avenue,40.7473189402043,-73.8847622770624,"1,016,180.52241297","211,566.093321726",POINT (-73.884762277062 40.747318940204)
4041,3043009,Active,329471,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Flatbush Avenue,W,Chester Court,Westbury Court,40.6575522682847,-73.9604164136087,"995,232.757550061","178,842.890067473",POINT (-73.960416413609 40.657552268285)
2543,4173042,Active,464170,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,Queens Boulevard,S,67 Avenue,67 Road,40.7264943415949,-73.853124737882,"1,024,959.4904193","203,992.161291137",POINT (-73.853124737882 40.726494341595)
622,4061126,Active,464235,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,College Point Boulevard,W,Maple Avenue,Avery Avenue,40.7533075873354,-73.8328225872418,"1,030,567.99757497","213,771.145998225",POINT (-73.832822587242 40.753307587335)
11368,3403017,Active,326095,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Fulton Street,N,Throop Avenue,Tompkins Avenue,40.6800126130832,-73.9415227960525,"1,000,469.46754906","187,028.762475222",POINT (-73.941522796052 40.680012613083)
12594,3073062,Active,312935,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Bay 22 Street,E,Benson Avenue,86 Street,40.6052861588625,-73.9998549036058,"984,290.289605632","159,798.463917553",POINT (-73.999854903606 40.605286158863)
