ObjectID,Meter Number,Status,Pay By Cell Number,Meter_Hours,Parking_Facility_Name,Facility,Borough,On_Street,Side_of_Street,From_Street,To_Street,Latitude,Longitude,X,Y,Location
11352,3243003,Active,301223,2HR Pas  Mon-Thur 0900-1900 / Fri 0900-1600 / Sat 0900-1100  ,,On Street,Brooklyn,Vanderbilt Avenue,W,Bergen Street,St. Marks Place,40.6792900184519,-73.9683803578957,"993,020.243930474","186,761.669505477",POINT (-73.968380357896 40.679290018452)
5854,3249866,Active,330703,2HR Pas  Mon-Thur 0900-1900 / Fri 0900-1600 / Sat 0900-1100  ,,On Street,Brooklyn,Vanderbilt Avenue,W,Prospect Place,Park Place,40.6774106483688,-73.9690603095865,"992,831.889648393","186,076.893644065",POINT (-73.969060309586 40.677410648369)
15406,2033038,Active,220848,,,,Bronx,,,,,40.8268307168128,-73.8874825043838,"1,015,389.58140956","240,533.953692973",POINT (-73.887482504384 40.826830716813)
5855,3249865,Active,312175,2HR Pas  Mon-Thur 0900-1900 / Fri 0900-1600 / Sat 0900-1100  ,,On Street,Brooklyn,Vanderbilt Avenue,W,St. Mark's Avenue,Prospect Place,40.6780879527023,-73.9688144154076,"992,900.006638139","186,323.67923972",POINT (-73.968814415408 40.678087952702)
15405,2083111,Active,213858,,,,Bronx,,,,,40.8926304236024,-73.8574753442303,"1,023,655.14788364","264,519.387021229",POINT (-73.85747534423 40.892630423602)
11354,3243005,Active,300943,2HR Pas  Mon-Thur 0900-1900 / Fri 0900-1600 / Sat 0900-1100  ,,On Street,Brooklyn,Vanderbilt Avenue,W,Dean Street,Bergen Street,40.6797354072404,-73.9682192627442,"993,064.867528886","186,923.953629732",POINT (-73.968219262744 40.67973540724)
15404,2083110,Active,214290,,,,Bronx,,,,,40.8940460008359,-73.8571395198079,"1,023,747.15524556","265,035.290188894",POINT (-73.857139519808 40.894046000836)
3869,4353001,Retired,412603,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,Flushing Avenue,S,61 Street,Fresh Pond Road,40.7211448197378,-73.9037803727683,"1,010,921.39054281","202,023.684585065",POINT (-73.903780372768 40.721144819738)
2866,4233035,Active,418209,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,23 Street,W,33 Avenue,Broadway,40.7643181367395,-73.9305693247287,"1,003,483.21972364","217,746.072759643",POINT (-73.930569324729 40.76431813674)
8055,4072180,Active,415485,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,34 Avenue,S,Steinway Street,41 Street,40.7564519366801,-73.9205122497203,"1,006,271.76303105","214,882.527633727",POINT (-73.92051224972 40.75645193668)
5429,3193007,Active,311003,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Graham Avenue,W,Varet Street,Cook Street,40.7026748968362,-73.9425079607784,"1,000,190.79947121","195,285.114728898",POINT (-73.942507960778 40.702674896836)
15388,4233182,Active,422809,,,,Queens,Astoria Blvd,,,,40.7719427538186,-73.9248172205697,"1,005,074.24442872","220,525.288001731",POINT (-73.92481722057 40.771942753819)
7481,2363003,Retired,209064,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,Bedford Park Boulevard,S,Decatur Avenue,Webster Avenue,40.86742812825,-73.8838917510305,"1,016,363.7280833","255,326.410000399",POINT (-73.88389175103 40.86742812825)
3812,4313060,Retired,457487,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Jamaica Avenue,S,90 Street,92 Street,40.6929418654081,-73.8539751407611,"1,024,744.16178173","191,767.603719309",POINT (-73.853975140761 40.692941865408)
3464,4203041,Active,465621,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,Roosevelt Avenue,S,67 Street,68 Street,40.7461250841493,-73.8977280271517,"1,012,588.43084389","211,126.67326881",POINT (-73.897728027152 40.746125084149)
13307,4433045,Active,443408,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,188 Street,W,Union Turnpike,80 Road,40.7289236553529,-73.7811276751491,"1,044,912.70641831","204,918.893361554",POINT (-73.781127675149 40.728923655353)
6523,2262724,Active,205579,6HR Pas Mon-Fri 0800-2200,,On Street,Bronx,Broadway,E,Van Cortland Park South,Mansion Street,40.8881597181902,-73.8987496789431,"1,012,245.52864255","262,874.649825141",POINT (-73.898749678943 40.88815971819)
7342,2103017,Active,211712,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,University Avenue,W,West 179 Street,West Burnside Avenue,40.8543903905003,-73.9118868478072,"1,008,625.50274613","250,567.234151304",POINT (-73.911886847807 40.8543903905)
7979,1483103,Inactive,100493,3HR Com Mon-Fri 0800-1800 /3HR Pas Mon-Fri 1800-2200 /3HR Pas Sat 1000-2200,,On Street,Manhattan,Front Street,E,Gouverneur Ln.,Old Slip,40.7040784002985,-74.0078916230579,"982,061.938091218","195,791.320409387",POINT (-74.007891623058 40.704078400299)
1059,4061164,Active,449221,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Northern Boulevard,N,150 Place,150 Street,40.7653144653137,-73.8145323790058,"1,035,626.19415148","218,155.834735394",POINT (-73.814532379006 40.765314465314)
13841,4163108,Active,421792,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Merrick Boulevard,S,224 Street,225 Street,40.6776165416514,-73.7451376030547,"1,054,942.08334114","186,253.229577482",POINT (-73.745137603055 40.677616541651)
7900,2043036,Active,221102,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,Webster Avenue,W,Clay Avenue,East 168 Street,40.8361810277166,-73.9075685035137,"1,009,827.12370247","243,934.111590803",POINT (-73.907568503514 40.836181027717)
1686,3091486,Active,308494,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Gelston Avenue,W,86 Street,88 Street,40.620756383016,-74.0256185304535,"977,138.029303893","165,435.71018897",POINT (-74.025618530453 40.620756383016)
6710,2313033,Active,214178,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,Edison Avenue,E,Westchester Avenue,Roberts Avenue,40.8465517660555,-73.8324765769251,"1,030,598.89351055","247,743.385140225",POINT (-73.832476576925 40.846551766056)
588,1058410,Active,113607,2 HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,Broadway,W,West 170 Street,West 169 Street,40.8421594328923,-73.939378198598,"1,001,023.4182128","246,104.577394232",POINT (-73.939378198598 40.842159432892)
7191,2043030,Active,206605,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,Townsend Avenue,W,East 170 Street,East 171 Street,40.8401245324818,-73.9166666583436,"1,007,308.1674543","245,368.350848317",POINT (-73.916666658344 40.840124532482)
7054,2233019,Active,213218,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,Allerton Avenue,N,White Plains Road,Olinville Avenue,40.8654972997597,-73.8680524442472,"1,020,745.68946372","254,629.137444809",POINT (-73.868052444247 40.86549729976)
5811,3602921,Active,301033,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,McDonald Avenue,E,Ditmas Avenue,Cortelyou Road,40.6368500100439,-73.9782029299644,"990,299.634542301","171,298.760798812",POINT (-73.978202929964 40.636850010044)
5987,3623028,Active,319981,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Eldert Lane,E,Glenmore Avenue,Liberty Avenue,40.6787195308834,-73.8650464296186,"1,021,681.9674468","186,581.075706556",POINT (-73.865046429619 40.678719530883)
8958,1133044,Retired,102231,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,East 10 Street,S,2 Avenue,1 Avenue,40.7288359441252,-73.984692248766,"988,492.71000655","204,811.521529064",POINT (-73.984692248766 40.728835944125)
8772,1023133,Active,101171,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,Grand Street,N,Orchard Street,Allen Street,40.7173352035449,-73.9909527159006,"986,757.986113802","200,621.205762729",POINT (-73.990952715901 40.717335203545)
14573,4293145,Active,448945,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,101 Avenue,S,75 Street,76 Street,40.6795859928691,-73.8622269664534,"1,022,463.50262913","186,897.96975781",POINT (-73.862226966453 40.679585992869)
3733,4043022,Active,404601,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,75 Avenue,W,Austin Street,Queens Boulevard,40.7182855464942,-73.8379919791235,"1,029,159.37145522","201,008.844423145",POINT (-73.837991979123 40.718285546494)
1675,3091462,Active,306082,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,5 Avenue,W,85 Street,86 Street,40.6220021749261,-74.0258623730867,"977,070.470055804","165,889.604950473",POINT (-74.025862373087 40.622002174926)
13719,3483059,Active,312273,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,West 5 Street,W,Kings Hwy,Quentin Road,40.6052561187904,-73.9781963878634,"990,304.315307215","159,788.272993058",POINT (-73.978196387863 40.60525611879)
1925,2013039,Active,211138,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,Morris Avenue,E,East Fordham Road,East 190 Street,40.8625778567763,-73.8997221620285,"1,011,987.30868655","253,553.860395893",POINT (-73.899722162028 40.862577856776)
14492,4123058,Active,466703,2 HR Pas Mon-Sat 0900-2200,,On Street,Queens,37 Avenue,N,75 Street,74 Street,40.7490595673485,-73.8913695264662,"1,014,348.9742388","212,197.919813976",POINT (-73.891369526466 40.749059567349)
2966,4293036,Active,411447,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,114 Street,E,Liberty Avenue,107 Avenue,40.6854157903936,-73.8284391814854,"1,031,830.90187331","189,038.476631641",POINT (-73.828439181485 40.685415790394)
10924,1433242,Active,102303,6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,East 54 Street,S,Park Avenue,Lexington Avenue,40.7593794338014,-73.9715666934614,"992,126.988499135","215,940.397237137",POINT (-73.971566693461 40.759379433801)
11924,1193057,Active,103995,3HR Com Mon-Fri 0700-1000 /2HR Pas Mon-Fri 1000-2200 /2HR Pas Sat 0900-2200,,On Street,Manhattan,Lexington Avenue,W,East 68 Street,East 67 Street,40.7674462530811,-73.9644817131728,"994,088.576111391","218,880.121344566",POINT (-73.964481713173 40.767446253081)
3698,4043070,Active,455959,6HR Pas Mon-Sat 0730-1900,,On Street,Queens,Queens Boulevard,S,83 Avenue,Van Wyck Expressway,40.7116076942612,-73.8249247062857,"1,032,786.53775731","198,582.8738814",POINT (-73.824924706286 40.711607694261)
14118,3423086,Active,309329,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,3 Avenue,W,96 Street,97 Street,40.6163573372364,-74.034055429156,"974,795.235433057","163,833.820020065",POINT (-74.034055429156 40.616357337236)
9201,1393015,Active,114087,2HR Pas Mon-Fri 1000-1900 /2HR Pas Sat 0900-1900,,On Street,Manhattan,West End Avenue,W,West 66 Street,West 65 Street,40.7756789951538,-73.9876307734893,"987,675.85599722","221,877.83122839",POINT (-73.987630773489 40.775678995154)
11912,1193045,Active,111103,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,East 77 Street,S,3 Avenue,Lexington Avenue,40.7735336489665,-73.9597118434363,"995,408.811331809","221,098.533902481",POINT (-73.959711843436 40.773533648967)
11759,1083096,Active,112393,2HR Pas Mon-Sat 0830-2200,,On Street,Manhattan,Broadway,W,West 80 Street,West 79 Street,40.784387988745,-73.9797908761405,"989,846.509464309","225,051.215957731",POINT (-73.97979087614 40.784387988745)
14990,3423093,Active,313092,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,4 Avenue,W,61 Street,62 Street,40.639992048143,-74.0195081625314,"978,835.8917218","172,443.340530649",POINT (-74.019508162531 40.639992048143)
7490,2213016,Active,208801,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,Third Avenue,W,East 138 Street,East 137 Street,40.8109353161691,-73.9276027969301,"1,004,290.95006356","234,730.96825172",POINT (-73.92760279693 40.810935316169)
706,1074880,Retired,106113,"Rate NOT Available - Please request a NEW PERSO, and Once it is Ready, Please Create a New Report",,On Street,Manhattan,3 Avenue,E,East 67 Street,East 68 Street,40.7669341227348,-73.9625082304723,"994,635.311238393","218,693.763121471",POINT (-73.962508230472 40.766934122735)
7752,1409949,Active,104161,3HR Com Mon-Sat 0700-1900 /2HR Pas Mon-Sat 1900-2300,,On Street,Manhattan,9 Avenue,E,West 52 Street,West 51 Street,40.7644105270991,-73.9881289228409,"987,538.441901967","217,772.334190056",POINT (-73.988128922841 40.764410527099)
1453,4181662,Retired,412288,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,23 Avenue,N,31 Street,29 Street,40.774634891758,-73.9131445107339,"1,008,306.39642897","221,509.113789976",POINT (-73.913144510734 40.774634891758)
8490,1473014,Active,104504,3HR Com Mon-Fri 0700-1800 /2HR Pas Mon-Fri 1800-2200 /2HR Pas Sat 0800-2200,,On Street,Manhattan,Broadway,W,East 9 Street,East 8 Street,40.73093756158,-73.9922174160055,"986,406.959912971","205,576.931415558",POINT (-73.992217416005 40.73093756158)
15091,1013033,Active,110250,2 HR Pas Mon-Fri 1300-1900 /2 HR Pas Sat 0900-1900,,On Street,Manhattan,Amsterdam Avenue,E,West 125 Street,West 126 Street,40.8138959858261,-73.9557665208573,"996,494.14118214","235,804.455606058",POINT (-73.955766520857 40.813895985826)
3568,4463015,Active,424255,2 HR Pas Mon-Sat 0930-1900,,On Street,Queens,Jamaica Avenue,S,116 Street,117 Street,40.6992362645361,-73.8329321083663,"1,030,575.22590697","194,071.263810143",POINT (-73.832932108366 40.699236264536)
3684,4043041,Retired,404969,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,Queens Boulevard *N SR,S,76 Road,75 Avenue,40.7177749737067,-73.8356174003264,"1,029,817.96397005","200,824.053782225",POINT (-73.835617400326 40.717774973707)
2923,4233134,Active,415553,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,32 Street,E,31 Avenue,Broadway,40.7618121751759,-73.9243542202514,"1,005,205.67428397","216,834.494530305",POINT (-73.924354220251 40.761812175176)
10194,1443715,Active,107347,2HR Pas Mon-Sat 0830-2200,,On Street,Manhattan,3 Avenue,W,East 28 Street,East 29 Street,40.7423103275337,-73.9807562567271,"989,582.534598559","209,720.878508225",POINT (-73.980756256727 40.742310327534)
4057,3063189,Active,319453,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Nostrand Avenue,W,Avenue R,Avenue S,40.6052642215258,-73.9428946730911,"1,000,106.71171288","159,795.640104309",POINT (-73.942894673091 40.605264221526)
2490,4173069,Active,400612,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Queens Boulevard,N,67 Road,67 Avenue,40.7269900167029,-73.8530591717708,"1,024,977.36046231","204,172.781336725",POINT (-73.853059171771 40.726990016703)
13944,4273006,Active,432549,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,Northern Boulevard,S,99 Street,100 Street,40.7572023893133,-73.8688381412563,"1,020,587.4499508","215,173.155005231",POINT (-73.868838141256 40.757202389313)
9803,1443346,Inactive,102501,3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400,,On Street,Manhattan,West 32 Street,N,7 Avenue,6 Avenue,40.7489279613894,-73.9895759195284,"987,138.276363716","212,131.480314314",POINT (-73.989575919528 40.748927961389)
14703,4213087,Active,403333,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,Union Turnpike,S,223 Street,Springfield Boulevard,40.7355501745025,-73.7472168838622,"1,054,304.43829097","207,358.434742317",POINT (-73.747216883862 40.735550174503)
9824,1443368,Active,104097,3HR Com Mon-Fri 0800-1800,,On Street,Manhattan,East 31 Street,N,Lexington Avenue,Park Avenue South,40.7449657444389,-73.9821063198794,"989,208.227932468","210,688.252229646",POINT (-73.982106319879 40.744965744439)
2169,4081837,Active,424074,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Hillside Avenue,N,150 Street,148 Street,40.7061790506917,-73.8085506513834,"1,037,330.27145196","196,614.556951895",POINT (-73.808550651383 40.706179050692)
2696,4443033,Active,403737,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,110 Street,W,Liberty Avenue,103 Avenue,40.6846374548791,-73.8320571389031,"1,030,828.03773731","188,752.962438896",POINT (-73.832057138903 40.684637454879)
4715,3123152,Active,329280,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,53 Street,N,9 Avenue,8 Avenue,40.6393159606587,-74.0051744914186,"982,813.906731635","172,196.463071644",POINT (-74.005174491419 40.639315960659)
14879,2023047,Active,223277,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,3 Avenue,E,East 161 Street,East 163 Street,40.8228680229853,-73.9092327844152,"1,009,371.61936414","239,083.216108888",POINT (-73.909232784415 40.822868022985)
455,1038132,Active,113341,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,West 96 Street,S,Broadway,Amsterdam Avenue,40.7941939411817,-73.9709121903747,"992,304.09608455","228,624.55297114",POINT (-73.970912190375 40.794193941182)
1207,4152084,Active,426968,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,29 Street,W,39 Avenue,38 Avenue,40.7537689440959,-73.9343095045563,"1,002,450.02264306","213,901.858991399",POINT (-73.934309504556 40.753768944096)
4147,3063196,Active,317330,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Gravensend Neck Road,N,Homecrest Avenue,East 13 Street,40.5944251478441,-73.9577227450053,"995,991.23569189","155,844.352731317",POINT (-73.957722745005 40.594425147844)
12371,2243022,Active,207785,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,West 236 Street,S,Johnson Avenue,Oxford Avenue,40.8865678876637,-73.9094747670299,"1,009,280.66186889","262,291.43576847",POINT (-73.90947476703 40.886567887664)
5155,3423047,Active,322099,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,3 Avenue,E,92 Street,91 Street,40.6199832952939,-74.0323890878927,"975,258.348023891","165,154.676302224",POINT (-74.032389087893 40.619983295294)
1745,3013615,Inactive,300108,6HR Pas Mon-Sat 0800-2200,,On Street,Brooklyn,Willoughby Street,S,Ashland Place,Fleet Street,40.6918980767255,-73.9794335305904,"989,953.380641639","191,354.238404304",POINT (-73.97943353059 40.691898076726)
198,1019682,Active,114795,2 HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,St. Nicholas Avenue,E,West 125 Street,West 126 Street,40.8113065468638,-73.9520738041675,"997,516.827456966","234,861.56838423",POINT (-73.952073804167 40.811306546864)
2362,4413052,Active,466069,2 HR Pas Mon-Sat 0830-2200,,On Street,Queens,90 Street,E,56 Avenue,Justice Avenue,40.7358764415459,-73.8726347327917,"1,019,546.92939405","207,401.885114729",POINT (-73.872634732792 40.735876441546)
4259,3123072,Active,338109,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,4 Avenue,W,31 Street,32 Street,40.6567753826654,-74.0020535966887,"983,680.20782055","178,557.374234304",POINT (-74.002053596689 40.656775382665)
10135,1403095,Active,106278,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,West 58 Street,S,10 Avenue,9 Avenue,40.768853367064,-73.9859670299511,"988,137.054877967","219,391.09637247",POINT (-73.985967029951 40.768853367064)
5387,3383042,Active,321398,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Rockaway Parkway,W,Avenue L,Avenue M,40.6385155870698,-73.8950814187303,"1,013,368.73407331","171,922.261192232",POINT (-73.89508141873 40.63851558707)
11797,1183033,Active,107197,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,East 64 Street,S,5 Avenue,Madison Avenue,40.7667910525043,-73.9694253505579,"992,719.270451054","218,640.893476561",POINT (-73.969425350558 40.766791052504)
11494,1433316,Active,103696,3HR Com Mon-Fri 0700-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,East 45 Street,N,Madison Avenue,5 Avenue,40.7553171122097,-73.9791523923273,"990,025.845391721","214,459.769949064",POINT (-73.979152392327 40.75531711221)
3474,4203022,Retired,429620,2HR Pas Mon-Sat 0730-1900,,On Street,Queens,Queens Boulevard,S,61 Street,64 Street,40.7409623026893,-73.9018738481944,"1,011,441.7772973","209,244.394553065",POINT (-73.901873848194 40.740962302689)
840,1218208,Active,111053,2HR Pas Mon-Sat 0830-2200,,On Street,Manhattan,Broadway,W,West 93 Street,West 92 Street,40.7924383079795,-73.9736135596718,"991,556.309194311","227,984.678266644",POINT (-73.973613559672 40.79243830798)
53,4451770,Active,468943,2 HR Pas Mon-Sat 1000-1900,,On Street,Queens,64 Avenue,N,Yellowstone Boulevard,108 Street,40.7328778620736,-73.8499695947584,"1,025,830.01886196","206,319.355455637",POINT (-73.849969594758 40.732877862074)
11011,1433367,Active,106966,1HR Com Mon-Fri 0700-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,East 52 Street,N,Madison Avenue,Park Avenue,40.7587089336221,-73.9735963840197,"991,564.769151136","215,695.936111897",POINT (-73.97359638402 40.758708933622)
4350,3163049,Active,314288,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,East 21 Street,E,Kenmore Ter.,Church Avenue,40.6500340136745,-73.9598881951239,"995,380.569918469","176,103.848629564",POINT (-73.959888195124 40.650034013675)
10447,1453044,Active,102397,3HR Com Mon-Fri 0800-1900,,On Street,Manhattan,East 21 Street,S,Broadway,5 Avenue,40.7400632296475,-73.9901710085934,"986,973.753070727","208,901.756458804",POINT (-73.990171008593 40.740063229648)
4046,3063169,Active,311667,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,East 28 Street,W,Avenue T,Avenue U,40.600465947315,-73.9439185151749,"999,823.535770059","158,047.322078645",POINT (-73.943918515175 40.600465947315)
14611,1263091,Active,112076,2 HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,2 Avenue,E,East 112 Street,East 111 Street,40.7940050669047,-73.939845462316,"1,000,906.17927405","228,560.121341482",POINT (-73.939845462316 40.794005066905)
3179,4193009,Active,467692,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,103 Street,E,Roosevelt Avenue,39 Avenue,40.7502104631646,-73.8628036880936,"1,022,263.24023439","212,628.333651304",POINT (-73.862803688094 40.750210463165)
1370,3131528,Active,304366,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,67 Street,S,21 Avenue,Bay Parkway,40.6128368611184,-73.9829749905724,"988,976.880626142","162,549.839976475",POINT (-73.982974990572 40.612836861118)
12151,2013159,Active,214163,2 HR Pas Sat 0800-1900,,On Street,Bronx,East Fordham Road,S,Marion Avenue,Webster Avenue,40.8617741336427,-73.8922558083642,"1,014,052.89543463","253,263.485320479",POINT (-73.892255808364 40.861774133643)
1764,3013597,Active,342674,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Hanover Place,E,Grove Place,Fulton Street,40.689240141264,-73.9821319097087,"989,205.278463304","190,385.710485727",POINT (-73.982131909709 40.689240141264)
816,1389695,Active,114753,2 HR Pas Mon-Sat 1300-1900,,On Street,Manhattan,Amsterdam Avenue,W,West 108 Street,West 109 Street,40.8020430356746,-73.9646656571446,"994,032.53914997","231,484.887473553",POINT (-73.964665657145 40.802043035675)
11931,1193064,Active,105577,2HR Com Mon-Fri 0700-1600 /2HR Pas Mon-Fri 1600-2200 /2HR Pas Sat 0900-2200,,On Street,Manhattan,Lexington Avenue,E,East 69 Street,East 68 Street,40.768347827798,-73.9636169860764,"994,327.96933338","219,208.693193972",POINT (-73.963616986076 40.768347827798)
7605,2093045,Active,214126,2 HR Pas Mon-Sat 0900-2000,,On Street,Bronx,White Plains Road,W,Maran Place,Brady Avenue,40.8527066273447,-73.8678675601631,"1,020,803.85634214","249,969.084428981",POINT (-73.867867560163 40.852706627345)
6141,3573013,Active,320251,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,East 17 Street,E,Avenue Y,Avenue X,40.5906222388497,-73.9528374977404,"997,348.711979553","154,459.549398556",POINT (-73.95283749774 40.59062223885)
3090,4283032,Retired,444537,2HR Pas Mon-Sat 0900-1900,,On Street,Queens,Francis Lewis Boulevard,E,43 Avenue,42 Avenue,40.7583470316226,-73.7834941739757,"1,044,230.31309806","215,637.104864731",POINT (-73.783494173976 40.758347031623)
5338,3383114,Active,335324,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Avenue L,N,East 56 Street,East 57 Street,40.6240053147808,-73.921180179968,"1,006,130.13470539","166,628.185822397",POINT (-73.921180179968 40.624005314781)
290,4152147,Active,422274,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,47 Road,N,Vernon Boulevard,11 Street,40.7448015405207,-73.9531780789875,"997,224.095758975","210,631.388498232",POINT (-73.953178078987 40.744801540521)
4863,3403052,Active,304250,2 HR Pas Mon-Fri 1000-1600 /2 HR Pas Sat 0830-1900,,On Street,Brooklyn,Nostrand Avenue,E,Fulton Street,Herkimer Street,40.6799064315598,-73.9494855098911,"998,260.920456976","186,988.703500226",POINT (-73.949485509891 40.67990643156)
5646,3103056,Active,311446,2 HR Pas 0830-1900 Mon-Thur/ 4Hr Pas 0830-1900 Fri,,On Street,Brooklyn,18 Avenue,W,49 Street,50 Street,40.6278958427251,-73.9815217178484,"989,379.214795217","168,036.305709556",POINT (-73.981521717848 40.627895842725)
11705,2753001,Active,223525,15HR Pas Mon-Sat 0700-2200,White Plains Road,Off Street,Bronx,White Plains Road,W,Brady Avenue,Maran Place,40.8531345868365,-73.8679781601034,"1,020,773.0243828","250,124.96010147",POINT (-73.867978160103 40.853134586837)
2640,4081974,Active,420103,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Merrick Boulevard,E,89 Avenue,90 Avenue,40.7074097823627,-73.7949341503966,"1,041,104.45681697","197,071.492717817",POINT (-73.794934150397 40.707409782363)
6103,3233022,Active,300621,2 HR Pas Mon-Sat 0700-2200,,On Street,Brooklyn,Grand Street,N,Lorimer Street,Union Avenue,40.7111618184625,-73.9496890546495,"998,197.924191892","198,375.929741472",POINT (-73.949689054649 40.711161818463)
2956,4293045,Active,417021,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,116 Street,W,Liberty Avenue,107 Avenue,40.6855244806954,-73.8267477650607,"1,032,299.92258881","189,078.998860314",POINT (-73.826747765061 40.685524480695)
293,4152148,Active,413307,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,47 Road,S,Vernon Boulevard,11 Street,40.7447115274126,-73.9531663838345,"997,227.353954554","210,598.59558481",POINT (-73.953166383834 40.744711527413)
14424,3593037,Active,318988,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Foster Avenue,S,Utica Avenue,East 51 Street,40.6397625090315,-73.9286378426007,"1,004,055.23465572","172,367.177625224",POINT (-73.928637842601 40.639762509032)
11783,1193009,Active,109127,3HR Com Mon-Fri 0700-1000 /2HR Pas Mon-Fri 1000-1900 /2HR Pas Sat 0900-1900,,On Street,Manhattan,Lexington Avenue,W,East 82 Street,East 81 Street,40.7767081150601,-73.9577221385033,"995,959.35156931","222,255.35803239",POINT (-73.957722138503 40.77670811506)
7395,2053017,Active,205328,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,East Tremont Avenue,S,Prospect Avenue,Marmion Avenue,40.8439442789168,-73.8883222887532,"1,015,149.21935748","246,768.756512061",POINT (-73.888322288753 40.843944278917)
1278,1149971,Active,102677,2HR Com Mon-Fri 0730-1800 /2HR Pas Mon-Fri 1800-2200 /2HR Pas Sat 0730-2200,,On Street,Manhattan,7 Avenue South,W,West 10 Street,West 4 Street,40.7339080017734,-74.0027535983287,"983,486.868312225","206,659.07196781",POINT (-74.002753598329 40.733908001773)
1900,5053266,Active,501611,2 HR Pas Mon-Sat 0900-1700,,On Street,Staten Island,New Dorp Lane,E,Clawson Street,Edison Street,40.5722097601944,-74.1129005564612,"952,884.842902228","147,768.110025555",POINT (-74.112900556461 40.572209760194)
